"rep","chain","rank","prob","hasAC","hasAB","cid","inCS95","isTruth","hash"
1,"blind",154,0.00636942675159236,FALSE,TRUE,0.520354577451068,FALSE,FALSE,"1,2|1,2,3,4|1,2,3,4,5,6,7,8,9,10,11,12,1"
1,"blind",155,0.00636942675159236,FALSE,TRUE,0.522651138278506,FALSE,FALSE,"1,2|1,2,3,4|1,2,3,4,5,6,7,8,9,10,11,12,1"
1,"blind",156,0.00636942675159236,FALSE,TRUE,0.486576513312558,FALSE,FALSE,"1,2|1,2,3,4|1,2,3,4,5,6,7,8,9,10,11,12,1"
1,"blind",157,0.00636942675159236,FALSE,TRUE,0.550474017735234,FALSE,FALSE,"1,2|1,2,3,4|1,2,3,4,5,6,7,9,10,11,12,14,"
1,"aware",1,0.0222222222222222,FALSE,TRUE,0.506633319763838,TRUE,FALSE,"1,2,3,4|1,2,3,4,5,6,7,8,13,14,15,16|1,2,"
1,"aware",2,0.0166666666666667,FALSE,TRUE,0.500039049238164,TRUE,FALSE,"1,2,3,4|1,2,3,4,5,6,7,8,10,13,14,15,16|1"
1,"aware",3,0.0166666666666667,FALSE,TRUE,0.546582277645301,TRUE,FALSE,"1,2,3,4|1,2,3,4,5,6,7,8,9,10,11,12,13,14"
1,"aware",4,0.0111111111111111,FALSE,TRUE,0.510599745560547,TRUE,FALSE,"1,2,3,4|1,2,3,4,5,6,7,8,10,12,13,14,15,1"
1,"aware",5,0.0111111111111111,FALSE,FALSE,0.419629055731735,TRUE,FALSE,"1,2,3,4|1,2,3,4,5,6,7,8,10,12,13,14,15,1"
1,"aware",6,0.0111111111111111,FALSE,TRUE,0.395249886592158,TRUE,FALSE,"1,2,3,4|1,2,3,4,5,6,7,8,10,13,14,15,16|1"
1,"aware",7,0.0111111111111111,FALSE,TRUE,0.477814626274678,TRUE,FALSE,"1,2,3,4|1,2,3,4,5,6,7,8,11,12,13,14,15,1"
